RecordID,paper_name,Attack Name,Objective,Threat Model,Attacker Knowledge,is Backdoor,Attack Type,Attack Phase,Domain,Task Type,Applicable in the physical domain,Description,Attack's success rate - digital domain,Attack's success rate - physical domain,Attacked models,Datasets,Reference
0.0,75_Towardsefficientdatafreeblackboxadversarialattack.pdf,Data Free Black-box Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Imitates target model with few queries for high success rate.,100%,,"['CNN (MNIST, FMNIST)', 'ResNet-34 (SVHN, CIFAR-10)', 'ResNet-18 (Substitute)', 'Azure MNIST']","['MNIST', 'FMNIST', 'SVHN', 'CIFAR-10', 'CIFAR-100', 'Tiny-ImageNet', 'Azure MNIST']",
0.0,77_RaySARaySearchingMethodforHardlabelAdversarialAttack.pdf,RayS,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Hard-label attack without gradient estimation.,Varies,,"['CNNs', 'ResNet-50', 'InceptionV3']","['MNIST', 'CIFAR-10', 'ImageNet']",https://doi.org/10.1145/3394486.3403225
0.0,78_Universaladversarialattackonattentionandtheresultingdatasetdamagenet.pdf,AoA,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Increases transferability by altering DNN attention heatmap.,85%,,"['VGG19', 'ResNet50', 'DenseNet121', 'InceptionV3', 'NASNetL', 'InceptionResNetV2', 'Xception']",ImageNet,Not provided
0.0,79_RevisitingAdversariallyLearnedInjectionAttacksAgainstRecommenderSystems.pdf,WRMF+ALS,Integrity,Transferable,BlackBox,False,Poisoning,Training,Recommender system,Classification,no,Injection using WRMF with ALS.,,,"['WRMF', 'ItemAE', 'NCF', 'Mult-VAE', 'CML', 'ItemCF']",Gowalla,https://doi.org/10.1145/3383313.3412243
0.0,79_RevisitingAdversariallyLearnedInjectionAttacksAgainstRecommenderSystems.pdf,WRMF+SGD,Integrity,Transferable,BlackBox,False,Poisoning,Training,Recommender system,Classification,no,Injection using WRMF with SGD.,,,"['WRMF', 'ItemAE', 'NCF', 'Mult-VAE', 'CML', 'ItemCF']",Gowalla,https://doi.org/10.1145/3383313.3412243
0.0,79_RevisitingAdversariallyLearnedInjectionAttacksAgainstRecommenderSystems.pdf,ItemAE,Integrity,Transferable,BlackBox,False,Poisoning,Training,Recommender system,Classification,no,Injection using ItemAE model.,,,"['WRMF', 'ItemAE', 'NCF', 'Mult-VAE', 'CML', 'ItemCF']",Gowalla,https://doi.org/10.1145/3383313.3412243
0.0,7_SLAPImprovingPhysicalAdversarialExampleswithShortLivedAdversarialPerturbations.pdf,SLAP,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Projector-based adversarial perturbations,99%,99%,"['Yolov3', 'Mask-RCNN', 'Lisa-CNN', 'Gtsrb-CNN']","['LISA', 'GTSRB']",https://www.usenix.org/conference/usenixsecurity21/presentation/lovisotto
0.0,80_AttackingRecommenderSystemswithAugmentedUserProfiles.pdf,AUSH,Integrity,Interactive,BlackBox,False,Poisoning,Training,Recommender system,Classification,no,GAN based attack,Varies,,"NMF, NNMF, U-AutoEncoder, I-AutoEncoder","ML-100K, FilmTrust, Automotive",https://doi.org/10.1145/3340531.3411884
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Sampling Fool,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Concat Sampling Fool,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Sequential Concat Sampling Fool,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Concat FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,81_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,LM FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to evade detection.,,,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",
0.0,82_Adversarialattacksonmachinelearningsystemsforhighfrequencytrading.pdf,Gradient-Based Attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Perturbations to model inputs to degrade performance,29.34%,,"['Linear', 'MLP', 'LSTM']","['Ford (F)', 'General Electric (GE)', 'Nvidia (NVDA)']",https://doi.org/10.1145/3490354.3494367
0.0,82_Adversarialattacksonmachinelearningsystemsforhighfrequencytrading.pdf,Universal Transfer Attack,Integrity,Transferable,BlackBox,False,Evasion,Serving,Finance,Classification,no,Universal perturbations fooling multiple models,40.46%,,"['Linear', 'MLP', 'LSTM']","['Ford (F)', 'General Electric (GE)']",https://doi.org/10.1145/3490354.3494367
0.0,83_GenerativeAdversarialNetworksForLaunchingandThwartingAdversarialAttacksonNetworkIntrusionDetectionSystems.pdf,GAN-based adversarial attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Evades ML-based IDS using GANs,,,"['DNN', 'Logistic Regression (LR)', 'Support Vector Machine (SVM)', 'k-Nearest Neighbor (KNN)', 'Naïve Bayes (NB)', 'Random Forest (RF)', 'Decision Trees (DT)', 'Gradient Boosting (GB)']",KDD99,Not provided
0.0,84_AdversarialAttacksAgainstNetworkIntrusionDetectioninIoTSystems.pdf,N/A,Integrity,BlackBox,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Efficient black-box attack on DL-based NIDS in IoT,94.31%,,Kitsune NIDS,"Mirai, VideoInjection",https://ieeexplore.ieee.org/document/9350861
0.0,85_TowardsTransferableAdversarialAttackAgainstDeepFaceRecognition.pdf,DFANet,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Increases transferability of adversarial attacks,Significant enhancement,,"['ResNet-50 (CAISA-WebFace)', 'ResNet-50 (MS-Celeb-1M)', 'ResNet-50 (VGGFace2)', 'ResNet-50 (IMDb-Face)']","['LFW', 'CAISA-WebFace', 'MS-Celeb-1M', 'VGGFace2', 'IMDb-Face']",Not provided
0.0,87_AdaptiveSquareAttackFoolingAutonomousCarsWithAdversarialTrafficSigns.pdf,ASA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates perturbations to fool traffic sign recognition.,,,,GTSRB,DOI 10.1109/JIOT.2020.3016145
0.0,87_AdaptiveSquareAttackFoolingAutonomousCarsWithAdversarialTrafficSigns.pdf,ASA,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Efficient black-box attack with fewer queries.,,,,GTSRB,DOI 10.1109/JIOT.2020.3016145
0.0,88_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,QL,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Gradient estimation for adversarial examples,99.2%,,InceptionV3,ImageNet,[Link to the paper]
0.0,88_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,PI,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Top-k class probabilities attack,93.6%,,InceptionV3,ImageNet,[Link to the paper]
0.0,88_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,LO,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Sorted label list attack,90%,,InceptionV3,ImageNet,[Link to the paper]
0.0,88_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,GCV,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Commercial API targeted attack,Not explicitly stated,,Google Cloud Vision API,Real-world images,[Link to the paper]
0.0,8_Naturalisticphysicaladversarialpatchforobjectdetectors.pdf,Naturalistic Adversarial Patch,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Generates natural looking adversarial patches.,,,"['YOLOv2', 'YOLOv3', 'YOLOv3tiny', 'YOLOv4', 'YOLOv4tiny', 'Faster R-CNN']","['INRIA', 'MPII']",https://github.com/aiiu-lab/Naturalistic-Adversarial-Patch
0.0,90_ImperceptibleRobustandTargetedAdversarialExamplesforAutomaticSpeechRecognition.pdf,CommanderSong,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Speech,Classification,yes,"Imperceptible, robust ASR adversarial examples",100%,,Lingvo ASR,LibriSpeech,http://cseweb.ucsd.edu/~yaq007/imperceptible-robust-adv.html
0.0,91_TextBuggerGeneratingAdversarialTextAgainstRealworldApplications.pdf,TEXTBUGGER,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial texts to mislead DLTU systems,95.2%,0.0,"['LR', 'CNN', 'LSTM']","['IMDB', 'MR']",https://dx.doi.org/10.14722/ndss.2019.23138
0.0,91_TextBuggerGeneratingAdversarialTextAgainstRealworldApplications.pdf,TEXTBUGGER,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial texts to mislead DLTU systems,100%,0.0,"['Google Cloud NLP', 'IBM Watson', 'Microsoft Azure', 'Amazon AWS', 'Facebook fastText']",['IMDB'],https://dx.doi.org/10.14722/ndss.2019.23138
0.0,91_TextBuggerGeneratingAdversarialTextAgainstRealworldApplications.pdf,TEXTBUGGER,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial texts to mislead DLTU systems,92.7%,0.0,"['Google Cloud NLP', 'IBM Watson', 'Microsoft Azure', 'Amazon AWS', 'Facebook fastText']",['MR'],https://dx.doi.org/10.14722/ndss.2019.23138
0.0,92_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Direct attack on graph data.,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,92_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack-In,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Influence attack on graph data.,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,93_GeneratingNaturalLanguageAdversarialExamples.pdf,Genetic Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Uses genetic algorithms for black-box evasion,97%,0.0,['IMDB LSTM'],['IMDB'],https://vixra.org/abs/1810.0194
0.0,93_GeneratingNaturalLanguageAdversarialExamples.pdf,Genetic Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Uses genetic algorithms for black-box evasion,70%,0.0,['SNLI Textual Entailment'],['SNLI'],https://vixra.org/abs/1810.0194
0.0,95_NATTACKLearningtheDistributionsofAdversarialExamplesforanImprovedBlackBoxAttackonDeepNeuralNetworks.pdf,NAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Learns distribution for adversarial examples around input.,,,,,
0.0,96_AdversarialExamplestoFoolIrisRecognitionSystems.pdf,Adversarial Iris,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Generates adversarial iris images to fool iris recognition systems.,Implied success,Implied success,['OSIRIS'],"['BioCop', 'BIOMDATA']",Unavailable
0.0,96_AdversarialExamplestoFoolIrisRecognitionSystems.pdf,Adversarial Iris,Integrity,Gradiant Based,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Generates adversarial iris images to fool iris recognition systems.,Implied success,Implied success,['OSIRIS'],"['BioCop', 'BIOMDATA']",Unavailable
0.0,97_AdversarialMalwareBinariesEvadingDeepLearningforMalwareDetectioninExecutables.pdf,Adversarial Malware Binaries,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Byte manipulation to evade MalConv detection.,60%,,['MalConv'],"13,195 Windows PE samples",https://arxiv.org/abs/1710.09435
0.0,99_AdversarialAttacksAgainstNetworkIntrusionDetectioninIoTSystems.pdf,Kitsune Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,"Evade NIDS using model extraction, saliency maps",94.31%,0.0,['Kitsune NIDS'],['Mirai Botnet'],https://ieeexplore.ieee.org/document/9355571
0.0,99_AdversarialAttacksAgainstNetworkIntrusionDetectioninIoTSystems.pdf,Video Injection Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Trigger false alarms by altering normal traffic,Not stated,0.0,['Kitsune NIDS'],['VideoInjection'],https://ieeexplore.ieee.org/document/9355571
0.0,107_WhoisRealBobAdversarialAttacksonSpeakerRecognitionSystems.pdf,FAKEBOB,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,yes,Misclassification of speaker,99%,Not specified,"['ivector-PLDA', 'GMM-UBM', 'xvector-PLDA', 'Talentedsoft', 'Microsoft Azure']","['VoxCeleb', 'LibriSpeech', 'aishell-1']",https://sites.google.com/view/fakebob
0.0,107_WhoisRealBobAdversarialAttacksonSpeakerRecognitionSystems.pdf,FAKEBOB,Integrity,Transferable,BlackBox,False,Evasion,Serving,Cyber,Classification,yes,Transfer attack to different SRS,51%,Not specified,"['ivector-PLDA', 'GMM-UBM', 'xvector-PLDA', 'Microsoft Azure']","['VoxCeleb', 'LibriSpeech', 'aishell-1']",https://sites.google.com/view/fakebob
0.0,135_AdversarialSensorAttackonLiDARbasedPerceptioninAutonomousDriving.pdf,Adv-LiDAR,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,yes,LiDAR spoofing to create fake obstacles,75%,,['Baidu Apollo'],['Baidu Apollo real-world LiDAR data'],https://doi.org/10.1145/3319535.3339815
0.0,139_AutomaticFingerprintingofVulnerableBLEIoTDeviceswithStaticUUIDsfromMobileApps.pdf,BLE device fingerprinting,Privacy,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,yes,Fingerprint BLE devices via static UUIDs from apps,94.6%,,BLE IoT devices,"UUIDs from 18,166 apps, 5,822 devices",https://doi.org/10.1145/3319535.3354240
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,DoS,Availability,Interactive,BlackBox,False,DoS,Serving,Cyber,Classification,yes,Server request flooding,,,"['PLC', 'EW', 'CR', 'SM', 'WA']",,
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,MI,Integrity,Interactive,BlackBox,False,Malware,Serving,Cyber,Classification,yes,Root access malware,,,"['EW', 'CR']",,
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,BSM,Integrity,Interactive,BlackBox,False,Firmware,Serving,Cyber,Classification,yes,Firmware update exploit,,,['PLC'],,
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,SE,Integrity,Interactive,BlackBox,False,Social Engineering,Serving,Cyber,Classification,yes,Manipulation for info,,,['Enterprise site management computer'],,
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,P,Integrity,Interactive,BlackBox,False,Phishing,Serving,Cyber,Classification,yes,Phishing with malware,,,['Enterprise network'],,
0.0,140_AttackGraphImplementationandVisualizationforCyberPhysicalSystems.pdf,S,Integrity,Interactive,BlackBox,False,Sniffing,Serving,Cyber,Classification,yes,Data interception,,,['Network traffic'],,
0.0,151_DevilsWhisperAGeneralApproachforPhysicalAdversarialAttacksagainstCommercialBlackboxSpeechRecognitionDevices.pdf,Devil's Whisper,Integrity,Interactive,BlackBox,False,Evasion,Serving,Speech,Classification,yes,Adversarial audio to control devices,100%,98%,"['Google Cloud Speech-to-Text', 'Microsoft Bing Speech Service', 'Amazon Transcribe', 'IBM Speech to Text', 'Google Assistant', 'Google Home', 'Microsoft Cortana', 'Amazon Echo']","Custom voice commands, TTS audio, Mini Librispeech",https://www.usenix.org/conference/usenixsecurity20/presentation/chen-yuxuan
0.0,162_NomoreReviewerSubvertingAutomaticPaperReviewerAssignmentusingAdversarialLearning.pdf,Adversarial Learning,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Manipulates paper to mislead assignment,99.7%,,LDA-based systems,32 IEEE S&P submissions,https://github.com/rub-syssec/adversarial-papers
0.0,16_AdversarialitempromotionVulnerabilitiesatthecoreoftopnrecommendersthatuseimagestoaddresscoldstart.pdf,INSA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Recommender system,Classification,no,Uses user embeddings to manipulate item rankings,Varies,,"['AlexRank', 'VBPR', 'DVBPR']","[""Amazon Men's Clothing"", 'Tradesy.com']",https://doi.org/10.1145/3442381.3449891
0.0,16_AdversarialitempromotionVulnerabilitiesatthecoreoftopnrecommendersthatuseimagestoaddresscoldstart.pdf,EXPA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Recommender system,Classification,no,Utilizes a hook item for adversarial image creation,Varies,,"['AlexRank', 'VBPR', 'DVBPR']","[""Amazon Men's Clothing"", 'Tradesy.com']",https://doi.org/10.1145/3442381.3449891
0.0,16_AdversarialitempromotionVulnerabilitiesatthecoreoftopnrecommendersthatuseimagestoaddresscoldstart.pdf,c-SEMA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Recommender system,Classification,no,Manipulates image content to deceive ranker,Varies,,"['AlexRank', 'VBPR', 'DVBPR']","[""Amazon Men's Clothing"", 'Tradesy.com']",https://doi.org/10.1145/3442381.3449891
0.0,204_TextattackAframeworkforadversarialattacksdataaugmentationandadversarialtraininginnlp.pdf,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,NLP,Not specified,Not specified,Not specified,,,Not specified,Not specified,https://arxiv.org/abs/2005.05909
0.0,236_PoltergeistAcousticAdversarialMachineLearningagainstCamerasandComputerVision.pdf,Poltergeist,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Uses acoustic signals to induce sensor errors and cause misclassification in object detection systems.,Varies,Varies,"['YOLO V3', 'YOLO V4', 'YOLO V5', 'Fast R-CNN', 'Apollo']","['BDD100K', 'KITTI']",https://github.com/USSLab/PoltergeistAttack
0.0,44_ENERGYLATENCYATTACKSVIASPONGEPOISONING.pdf,Sponge Poisoning,Availability,Interactive,BlackBox,False,Poisoning,Training,Computer Vision,Classification,no,A poisoning attack that increases energy consumption and latency of models at test time.,,,"['ResNet18', 'VGG16']","['CIFAR10', 'GTSRB', 'CelebA']",
0.0,76_CanMachineLearningModelwithStaticFeaturesbeFooledanAdversarialMachineLearningApproach.pdf,Trivial,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Random feature manipulation,,0.0,"['Random Forest', 'Bagging', 'SVM']","['Drebin', 'Genome', 'Contagio']",Provided by user
0.0,76_CanMachineLearningModelwithStaticFeaturesbeFooledanAdversarialMachineLearningApproach.pdf,Distribution,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Alters features within benign distribution,,0.0,"['Random Forest', 'Bagging', 'SVM']","['Drebin', 'Genome', 'Contagio']",Provided by user
0.0,76_CanMachineLearningModelwithStaticFeaturesbeFooledanAdversarialMachineLearningApproach.pdf,KNN,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Modifies k nearest benign vectors,,0.0,"['Random Forest', 'Bagging', 'SVM']","['Drebin', 'Genome', 'Contagio']",Provided by user
0.0,76_CanMachineLearningModelwithStaticFeaturesbeFooledanAdversarialMachineLearningApproach.pdf,Logistic Regression,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Uses LR for feature modification,,0.0,"['Random Forest', 'Bagging', 'SVM']","['Drebin', 'Genome', 'Contagio']",Provided by user
0.0,76_CanMachineLearningModelwithStaticFeaturesbeFooledanAdversarialMachineLearningApproach.pdf,ACO,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Uses ACO for adversarial samples,,0.0,"['Random Forest', 'Bagging', 'SVM']","['Drebin', 'Genome', 'Contagio']",Provided by user
0.0,9_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,SF,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Samples new tokens with Masked Language Model.,45%,0.0,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",https://github.com/fursovia/adversarial_sber
0.0,9_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Concat SF,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Appends transactions to sequence end.,49%,0.0,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",https://github.com/fursovia/adversarial_sber
0.0,9_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Perturbs embeddings using gradients.,71%,0.0,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",https://github.com/fursovia/adversarial_sber
0.0,9_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,Concat FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Adds tokens at sequence end via FGSM.,47%,0.0,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",https://github.com/fursovia/adversarial_sber
0.0,9_AdversarialAttacksonDeepModelsforFinancialTransactionRecords.pdf,LM FGSM,Integrity,Interactive,BlackBox,False,Evasion,Serving,Finance,Classification,no,Plausible token replacements with language model.,71%,0.0,"['GRU', 'LSTM', 'CNN']","['Age 1', 'Age 2', 'Client leaving', 'Scoring']",https://github.com/fursovia/adversarial_sber
0.0,126_HopSkipJumpAttackAqueryefficientdecisionbasedattack.pdf,HopSkipJumpAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples using output labels.,,,"['CNN', 'ResNet', 'DenseNet']","['MNIST', 'CIFAR-10', 'CIFAR-100', 'ImageNet']",
0.0,126_HopSkipJumpAttackAqueryefficientdecisionbasedattack.pdf,HopSkipJumpAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples using output labels.,,,"['CNN', 'ResNet', 'DenseNet']","['MNIST', 'CIFAR-10', 'CIFAR-100', 'ImageNet']",
0.0,126_HopSkipJumpAttackAqueryefficientdecisionbasedattack.pdf,HopSkipJumpAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples using output labels.,,,"['CNN', 'ResNet', 'DenseNet']","['MNIST', 'CIFAR-10', 'CIFAR-100', 'ImageNet']",
0.0,126_HopSkipJumpAttackAqueryefficientdecisionbasedattack.pdf,HopSkipJumpAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples using output labels.,,,"['CNN', 'ResNet', 'DenseNet']","['MNIST', 'CIFAR-10', 'CIFAR-100', 'ImageNet']",
0.0,69_AdversarialPolicyTrainingagainstDeepReinforcementLearning.pdf,Adversarial Policy Training,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Reinforcement learning,no,Exploit agent weaknesses via trained adversarial agents,60%,,"['MuJoCo humanoid', 'Roboschool Pong paddle']","MuJoCo, Roboschool Pong",https://www.usenix.org/conference/usenixsecurity21/presentation/wu-xian
0.0,243_AdversarialSensorAttackonLiDARbasedPerceptioninAutonomousDriving.pdf,Adv-LiDAR,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,yes,LiDAR data spoofing,75%,,['Baidu Apollo LiDAR-based perception'],['Baidu Apollo Velodyne HDL-64ES3 data'],https://doi.org/10.1145/3319535.3339815
